caso,origine,h,anno,gruppo,chiave,valore
persistenza,2008,1,2009,aggregati,consumo_tot,10742.45505
persistenza,2008,2,2010,aggregati,consumo_tot,10742.45505
persistenza,2008,3,2011,aggregati,consumo_tot,10742.45505
persistenza,2008,4,2012,aggregati,consumo_tot,10742.45505
persistenza,2008,5,2013,aggregati,consumo_tot,10742.45505
persistenza,2008,1,2009,aggregati,importazioni_tot,2219.429062
persistenza,2008,2,2010,aggregati,importazioni_tot,2219.429062
persistenza,2008,3,2011,aggregati,importazioni_tot,2219.429062
persistenza,2008,4,2012,aggregati,importazioni_tot,2219.429062
persistenza,2008,5,2013,aggregati,importazioni_tot,2219.429062
persistenza,2008,1,2009,aggregati,investimento_tot,2497.876908
persistenza,2008,2,2010,aggregati,investimento_tot,2497.876908
persistenza,2008,3,2011,aggregati,investimento_tot,2497.876908
persistenza,2008,4,2012,aggregati,investimento_tot,2497.876908
persistenza,2008,5,2013,aggregati,investimento_tot,2497.876908
persistenza,2008,1,2009,aggregati,produzione_tot,28580.51531
persistenza,2008,2,2010,aggregati,produzione_tot,28580.51531
persistenza,2008,3,2011,aggregati,produzione_tot,28580.51531
persistenza,2008,4,2012,aggregati,produzione_tot,28580.51531
persistenza,2008,5,2013,aggregati,produzione_tot,28580.51531
persistenza,2008,1,2009,aggregati,scorte_tot,2373.66659
persistenza,2008,2,2010,aggregati,scorte_tot,2373.66659
persistenza,2008,3,2011,aggregati,scorte_tot,2373.66659
persistenza,2008,4,2012,aggregati,scorte_tot,2373.66659
persistenza,2008,5,2013,aggregati,scorte_tot,2373.66659
persistenza,2008,1,2009,investimento_tipo,E,843.002192
persistenza,2008,2,2010,investimento_tipo,E,843.002192
persistenza,2008,3,2011,investimento_tipo,E,843.002192
persistenza,2008,4,2012,investimento_tipo,E,843.002192
persistenza,2008,5,2013,investimento_tipo,E,843.002192
persistenza,2008,1,2009,investimento_tipo,N,577.8848369
persistenza,2008,2,2010,investimento_tipo,N,577.8848369
persistenza,2008,3,2011,investimento_tipo,N,577.8848369
persistenza,2008,4,2012,investimento_tipo,N,577.8848369
persistenza,2008,5,2013,investimento_tipo,N,577.8848369
persistenza,2008,1,2009,investimento_tipo,R,503.7756754
persistenza,2008,2,2010,investimento_tipo,R,503.7756754
persistenza,2008,3,2011,investimento_tipo,R,503.7756754
persistenza,2008,4,2012,investimento_tipo,R,503.7756754
persistenza,2008,5,2013,investimento_tipo,R,503.7756754
persistenza,2008,1,2009,investimento_tipo,S,573.2142032
persistenza,2008,2,2010,investimento_tipo,S,573.2142032
persistenza,2008,3,2011,investimento_tipo,S,573.2142032
persistenza,2008,4,2012,investimento_tipo,S,573.2142032
persistenza,2008,5,2013,investimento_tipo,S,573.2142032
persistenza,2008,1,2009,stock_tipo,E,5309.931138
persistenza,2008,2,2010,stock_tipo,E,5309.931138
persistenza,2008,3,2011,stock_tipo,E,5309.931138
persistenza,2008,4,2012,stock_tipo,E,5309.931138
persistenza,2008,5,2013,stock_tipo,E,5309.931138
persistenza,2008,1,2009,stock_tipo,N,2100.179005
persistenza,2008,2,2010,stock_tipo,N,2100.179005
persistenza,2008,3,2011,stock_tipo,N,2100.179005
persistenza,2008,4,2012,stock_tipo,N,2100.179005
persistenza,2008,5,2013,stock_tipo,N,2100.179005
persistenza,2008,1,2009,stock_tipo,R,16301.62969
persistenza,2008,2,2010,stock_tipo,R,16301.62969
persistenza,2008,3,2011,stock_tipo,R,16301.62969
persistenza,2008,4,2012,stock_tipo,R,16301.62969
persistenza,2008,5,2013,stock_tipo,R,16301.62969
persistenza,2008,1,2009,stock_tipo,S,11866.39139
persistenza,2008,2,2010,stock_tipo,S,11866.39139
persistenza,2008,3,2011,stock_tipo,S,11866.39139
persistenza,2008,4,2012,stock_tipo,S,11866.39139
persistenza,2008,5,2013,stock_tipo,S,11866.39139
ultimo_tasso,2008,1,2009,aggregati,consumo_tot,10682.35729
ultimo_tasso,2008,2,2010,aggregati,consumo_tot,10622.59575
ultimo_tasso,2008,3,2011,aggregati,consumo_tot,10563.16853
ultimo_tasso,2008,4,2012,aggregati,consumo_tot,10504.07378
ultimo_tasso,2008,5,2013,aggregati,consumo_tot,10445.30963
ultimo_tasso,2008,1,2009,aggregati,importazioni_tot,2198.742255
ultimo_tasso,2008,2,2010,aggregati,importazioni_tot,2178.248265
ultimo_tasso,2008,3,2011,aggregati,importazioni_tot,2157.945295
ultimo_tasso,2008,4,2012,aggregati,importazioni_tot,2137.831564
ultimo_tasso,2008,5,2013,aggregati,importazioni_tot,2117.905309
ultimo_tasso,2008,1,2009,aggregati,investimento_tot,2357.310804
ultimo_tasso,2008,2,2010,aggregati,investimento_tot,2224.65495
ultimo_tasso,2008,3,2011,aggregati,investimento_tot,2099.464202
ultimo_tasso,2008,4,2012,aggregati,investimento_tot,1981.318467
ultimo_tasso,2008,5,2013,aggregati,investimento_tot,1869.821293
ultimo_tasso,2008,1,2009,aggregati,produzione_tot,28234.37169
ultimo_tasso,2008,2,2010,aggregati,produzione_tot,27892.42027
ultimo_tasso,2008,3,2011,aggregati,produzione_tot,27554.61028
ultimo_tasso,2008,4,2012,aggregati,produzione_tot,27220.89157
ultimo_tasso,2008,5,2013,aggregati,produzione_tot,26891.21458
ultimo_tasso,2008,1,2009,aggregati,scorte_tot,2342.896217
ultimo_tasso,2008,2,2010,aggregati,scorte_tot,2312.524727
ultimo_tasso,2008,3,2011,aggregati,scorte_tot,2282.54695
ultimo_tasso,2008,4,2012,aggregati,scorte_tot,2252.957781
ultimo_tasso,2008,5,2013,aggregati,scorte_tot,2223.752183
ultimo_tasso,2008,1,2009,investimento_tipo,E,802.3021479
ultimo_tasso,2008,2,2010,investimento_tipo,E,763.567097
ultimo_tasso,2008,3,2011,investimento_tipo,E,726.7021697
ultimo_tasso,2008,4,2012,investimento_tipo,E,691.6170767
ultimo_tasso,2008,5,2013,investimento_tipo,E,658.2258877
ultimo_tasso,2008,1,2009,investimento_tipo,N,598.2911028
ultimo_tasso,2008,2,2010,investimento_tipo,N,619.4179545
ultimo_tasso,2008,3,2011,investimento_tipo,N,641.2908375
ultimo_tasso,2008,4,2012,investimento_tipo,N,663.9360957
ultimo_tasso,2008,5,2013,investimento_tipo,N,687.381003
ultimo_tasso,2008,1,2009,investimento_tipo,R,384.1134134
ultimo_tasso,2008,2,2010,investimento_tipo,R,292.8746297
ultimo_tasso,2008,3,2011,investimento_tipo,R,223.3078714
ultimo_tasso,2008,4,2012,investimento_tipo,R,170.265364
ultimo_tasso,2008,5,2013,investimento_tipo,R,129.8220882
ultimo_tasso,2008,1,2009,investimento_tipo,S,606.0389691
ultimo_tasso,2008,2,2010,investimento_tipo,S,640.7434255
ultimo_tasso,2008,3,2011,investimento_tipo,S,677.4352116
ultimo_tasso,2008,4,2012,investimento_tipo,S,716.2281307
ultimo_tasso,2008,5,2013,investimento_tipo,S,757.242503
ultimo_tasso,2008,1,2009,stock_tipo,E,5443.707336
ultimo_tasso,2008,2,2010,stock_tipo,E,5580.853836
ultimo_tasso,2008,3,2011,stock_tipo,E,5721.455548
ultimo_tasso,2008,4,2012,stock_tipo,E,5865.599521
ultimo_tasso,2008,5,2013,stock_tipo,E,6013.374998
ultimo_tasso,2008,1,2009,stock_tipo,N,2192.867726
ultimo_tasso,2008,2,2010,stock_tipo,N,2289.647145
ultimo_tasso,2008,3,2011,stock_tipo,N,2390.697801
ultimo_tasso,2008,4,2012,stock_tipo,N,2496.208198
ultimo_tasso,2008,5,2013,stock_tipo,N,2606.375162
ultimo_tasso,2008,1,2009,stock_tipo,R,16410.20604
ultimo_tasso,2008,2,2010,stock_tipo,R,16519.50556
ultimo_tasso,2008,3,2011,stock_tipo,R,16629.53307
ultimo_tasso,2008,4,2012,stock_tipo,R,16740.29341
ultimo_tasso,2008,5,2013,stock_tipo,R,16851.79147
ultimo_tasso,2008,1,2009,stock_tipo,S,12080.14967
ultimo_tasso,2008,2,2010,stock_tipo,S,12297.75855
ultimo_tasso,2008,3,2011,stock_tipo,S,12519.28737
ultimo_tasso,2008,4,2012,stock_tipo,S,12744.80676
ultimo_tasso,2008,5,2013,stock_tipo,S,12974.38861
trend_mobile,2008,1,2009,aggregati,consumo_tot,10926.4561
trend_mobile,2008,2,2010,aggregati,consumo_tot,11113.6088
trend_mobile,2008,3,2011,aggregati,consumo_tot,11303.96713
trend_mobile,2008,4,2012,aggregati,consumo_tot,11497.58599
trend_mobile,2008,5,2013,aggregati,consumo_tot,11694.52123
trend_mobile,2008,1,2009,aggregati,importazioni_tot,2309.864035
trend_mobile,2008,2,2010,aggregati,importazioni_tot,2403.983959
trend_mobile,2008,3,2011,aggregati,importazioni_tot,2501.938982
trend_mobile,2008,4,2012,aggregati,importazioni_tot,2603.885374
trend_mobile,2008,5,2013,aggregati,importazioni_tot,2709.985771
trend_mobile,2008,1,2009,aggregati,investimento_tot,2513.517676
trend_mobile,2008,2,2010,aggregati,investimento_tot,2529.25638
trend_mobile,2008,3,2011,aggregati,investimento_tot,2545.093635
trend_mobile,2008,4,2012,aggregati,investimento_tot,2561.030057
trend_mobile,2008,5,2013,aggregati,investimento_tot,2577.066266
trend_mobile,2008,1,2009,aggregati,produzione_tot,29062.863
trend_mobile,2008,2,2010,aggregati,produzione_tot,29553.35117
trend_mobile,2008,3,2011,aggregati,produzione_tot,30052.11721
trend_mobile,2008,4,2012,aggregati,produzione_tot,30559.30082
trend_mobile,2008,5,2013,aggregati,produzione_tot,31075.04408
trend_mobile,2008,1,2009,aggregati,scorte_tot,2417.311481
trend_mobile,2008,2,2010,aggregati,scorte_tot,2461.758876
trend_mobile,2008,3,2011,aggregati,scorte_tot,2507.02353
trend_mobile,2008,4,2012,aggregati,scorte_tot,2553.12047
trend_mobile,2008,5,2013,aggregati,scorte_tot,2600.065001
trend_mobile,2008,1,2009,investimento_tipo,E,879.1314216
trend_mobile,2008,2,2010,investimento_tipo,E,916.809071
trend_mobile,2008,3,2011,investimento_tipo,E,956.1015019
trend_mobile,2008,4,2012,investimento_tipo,E,997.0779205
trend_mobile,2008,5,2013,investimento_tipo,E,1039.810499
trend_mobile,2008,1,2009,investimento_tipo,N,611.2017848
trend_mobile,2008,2,2010,investimento_tipo,N,646.4395636
trend_mobile,2008,3,2011,investimento_tipo,N,683.7089153
trend_mobile,2008,4,2012,investimento_tipo,N,723.1269669
trend_mobile,2008,5,2013,investimento_tipo,N,764.8175978
trend_mobile,2008,1,2009,investimento_tipo,R,445.0286715
trend_mobile,2008,2,2010,investimento_tipo,R,393.1323565
trend_mobile,2008,3,2011,investimento_tipo,R,347.2878483
trend_mobile,2008,4,2012,investimento_tipo,R,306.7894249
trend_mobile,2008,5,2013,investimento_tipo,R,271.0136612
trend_mobile,2008,1,2009,investimento_tipo,S,616.5677941
trend_mobile,2008,2,2010,investimento_tipo,S,663.200323
trend_mobile,2008,3,2011,investimento_tipo,S,713.3597841
trend_mobile,2008,4,2012,investimento_tipo,S,767.3129277
trend_mobile,2008,5,2013,investimento_tipo,S,825.3466794
trend_mobile,2008,1,2009,stock_tipo,E,5506.695319
trend_mobile,2008,2,2010,stock_tipo,E,5710.750771
trend_mobile,2008,3,2011,stock_tipo,E,5922.367678
trend_mobile,2008,4,2012,stock_tipo,E,6141.826236
trend_mobile,2008,5,2013,stock_tipo,E,6369.417024
trend_mobile,2008,1,2009,stock_tipo,N,2195.130856
trend_mobile,2008,2,2010,stock_tipo,N,2294.375606
trend_mobile,2008,3,2011,stock_tipo,N,2398.10734
trend_mobile,2008,4,2012,stock_tipo,N,2506.528923
trend_mobile,2008,5,2013,stock_tipo,N,2619.852388
trend_mobile,2008,1,2009,stock_tipo,R,16644.95421
trend_mobile,2008,2,2010,stock_tipo,R,16995.50941
trend_mobile,2008,3,2011,stock_tipo,R,17353.44757
trend_mobile,2008,4,2012,stock_tipo,R,17718.92417
trend_mobile,2008,5,2013,stock_tipo,R,18092.09798
trend_mobile,2008,1,2009,stock_tipo,S,12025.63885
trend_mobile,2008,2,2010,stock_tipo,S,12187.02342
trend_mobile,2008,3,2011,stock_tipo,S,12350.57378
trend_mobile,2008,4,2012,stock_tipo,S,12516.31898
trend_mobile,2008,5,2013,stock_tipo,S,12684.2885
P0,2008,1,2009,aggregati,consumo_tot,10682.35729
P0,2008,2,2010,aggregati,consumo_tot,10622.59575
P0,2008,3,2011,aggregati,consumo_tot,10563.16853
P0,2008,4,2012,aggregati,consumo_tot,10504.07378
P0,2008,5,2013,aggregati,consumo_tot,10445.30963
P0,2008,1,2009,aggregati,importazioni_tot,2346.047983
P0,2008,2,2010,aggregati,importazioni_tot,2479.890541
P0,2008,3,2011,aggregati,importazioni_tot,2621.368847
P0,2008,4,2012,aggregati,importazioni_tot,2770.918522
P0,2008,5,2013,aggregati,importazioni_tot,2929.00004
P0,2008,1,2009,aggregati,investimento_tot,2357.310804
P0,2008,2,2010,aggregati,investimento_tot,2224.65495
P0,2008,3,2011,aggregati,investimento_tot,2099.464202
P0,2008,4,2012,aggregati,investimento_tot,1981.318467
P0,2008,5,2013,aggregati,investimento_tot,1869.821293
P0,2008,1,2009,aggregati,produzione_tot,28234.37169
P0,2008,2,2010,aggregati,produzione_tot,27892.42027
P0,2008,3,2011,aggregati,produzione_tot,27554.61028
P0,2008,4,2012,aggregati,produzione_tot,27220.89157
P0,2008,5,2013,aggregati,produzione_tot,26891.21458
P0,2008,1,2009,aggregati,scorte_tot,2385.912218
P0,2008,2,2010,aggregati,scorte_tot,2398.221021
P0,2008,3,2011,aggregati,scorte_tot,2410.593324
P0,2008,4,2012,aggregati,scorte_tot,2423.029455
P0,2008,5,2013,aggregati,scorte_tot,2435.529743
P0,2008,1,2009,investimento_tipo,E,802.3021479
P0,2008,2,2010,investimento_tipo,E,763.567097
P0,2008,3,2011,investimento_tipo,E,726.7021697
P0,2008,4,2012,investimento_tipo,E,691.6170767
P0,2008,5,2013,investimento_tipo,E,658.2258877
P0,2008,1,2009,investimento_tipo,N,598.2911028
P0,2008,2,2010,investimento_tipo,N,619.4179545
P0,2008,3,2011,investimento_tipo,N,641.2908375
P0,2008,4,2012,investimento_tipo,N,663.9360957
P0,2008,5,2013,investimento_tipo,N,687.381003
P0,2008,1,2009,investimento_tipo,R,384.1134134
P0,2008,2,2010,investimento_tipo,R,292.8746297
P0,2008,3,2011,investimento_tipo,R,223.3078714
P0,2008,4,2012,investimento_tipo,R,170.265364
P0,2008,5,2013,investimento_tipo,R,129.8220882
P0,2008,1,2009,investimento_tipo,S,573.2142032
P0,2008,2,2010,investimento_tipo,S,573.2142032
P0,2008,3,2011,investimento_tipo,S,573.2142032
P0,2008,4,2012,investimento_tipo,S,573.2142032
P0,2008,5,2013,investimento_tipo,S,573.2142032
P0,2008,1,2009,stock_tipo,E,5443.707336
P0,2008,2,2010,stock_tipo,E,5580.853836
P0,2008,3,2011,stock_tipo,E,5721.455548
P0,2008,4,2012,stock_tipo,E,5865.599521
P0,2008,5,2013,stock_tipo,E,6013.374998
P0,2008,1,2009,stock_tipo,N,2192.867726
P0,2008,2,2010,stock_tipo,N,2289.647145
P0,2008,3,2011,stock_tipo,N,2390.697801
P0,2008,4,2012,stock_tipo,N,2496.208198
P0,2008,5,2013,stock_tipo,N,2606.375162
P0,2008,1,2009,stock_tipo,R,16410.20604
P0,2008,2,2010,stock_tipo,R,16519.50556
P0,2008,3,2011,stock_tipo,R,16629.53307
P0,2008,4,2012,stock_tipo,R,16740.29341
P0,2008,5,2013,stock_tipo,R,16851.79147
P0,2008,1,2009,stock_tipo,S,12080.14967
P0,2008,2,2010,stock_tipo,S,12297.75855
P0,2008,3,2011,stock_tipo,S,12519.28737
P0,2008,4,2012,stock_tipo,S,12744.80676
P0,2008,5,2013,stock_tipo,S,12974.38861
P1|E6|agg|T1,2008,1,2009,investimento_tipo,E,800.8520824
P1|E6|agg|T1,2008,1,2009,investimento_tipo,S,544.5534931
P1|E6|agg|T1,2008,1,2009,investimento_tipo,N,548.9905951
P1|E6|agg|T1,2008,1,2009,investimento_tipo,R,845.7419762
P1|E6|agg|T1,2008,1,2009,stock_tipo,E,5383.998287
P1|E6|agg|T1,2008,1,2009,stock_tipo,S,12040.65115
P1|E6|agg|T1,2008,1,2009,stock_tipo,N,2145.704077
P1|E6|agg|T1,2008,1,2009,stock_tipo,R,16757.24291
P1|E6|agg|T1,2008,1,2009,aggregati,produzione_tot,29078.66978
P1|E6|agg|T1,2008,1,2009,aggregati,consumo_tot,10576.5674
P1|E6|agg|T1,2008,1,2009,aggregati,investimento_tot,2740.138147
P1|E6|agg|T1,2008,1,2009,aggregati,importazioni_tot,2346.047983
P1|E6|agg|T1,2008,1,2009,aggregati,scorte_tot,2432.847404
P1|E6|agg|T1,2008,2,2010,investimento_tipo,E,758.7019728
P1|E6|agg|T1,2008,2,2010,investimento_tipo,S,515.8927829
P1|E6|agg|T1,2008,2,2010,investimento_tipo,N,520.0963532
P1|E6|agg|T1,2008,2,2010,investimento_tipo,R,870.93076
P1|E6|agg|T1,2008,2,2010,stock_tipo,E,5401.346061
P1|E6|agg|T1,2008,2,2010,stock_tipo,S,12175.50596
P1|E6|agg|T1,2008,2,2010,stock_tipo,N,2190.699962
P1|E6|agg|T1,2008,2,2010,stock_tipo,R,17227.14123
P1|E6|agg|T1,2008,2,2010,aggregati,produzione_tot,29378.116
P1|E6|agg|T1,2008,2,2010,aggregati,consumo_tot,10476.63028
P1|E6|agg|T1,2008,2,2010,aggregati,investimento_tot,2665.621869
P1|E6|agg|T1,2008,2,2010,aggregati,importazioni_tot,2479.890541
P1|E6|agg|T1,2008,2,2010,aggregati,scorte_tot,2720.006653
P1|E6|agg|T1,2008,3,2011,investimento_tipo,E,716.5518632
P1|E6|agg|T1,2008,3,2011,investimento_tipo,S,487.2320727
P1|E6|agg|T1,2008,3,2011,investimento_tipo,N,491.2021114
P1|E6|agg|T1,2008,3,2011,investimento_tipo,R,896.1195438
P1|E6|agg|T1,2008,3,2011,stock_tipo,E,5371.836355
P1|E6|agg|T1,2008,3,2011,stock_tipo,S,12259.01327
P1|E6|agg|T1,2008,3,2011,stock_tipo,N,2197.039961
P1|E6|agg|T1,2008,3,2011,stock_tipo,R,17710.98278
P1|E6|agg|T1,2008,3,2011,aggregati,produzione_tot,29216.27115
P1|E6|agg|T1,2008,3,2011,aggregati,consumo_tot,10472.6432
P1|E6|agg|T1,2008,3,2011,aggregati,investimento_tot,2591.105591
P1|E6|agg|T1,2008,3,2011,aggregati,importazioni_tot,2565.353078
P1|E6|agg|T1,2008,3,2011,aggregati,scorte_tot,2850.984454
P1|E6|agg|T1,2008,4,2012,investimento_tipo,E,674.4017536
P1|E6|agg|T1,2008,4,2012,investimento_tipo,S,458.5713626
P1|E6|agg|T1,2008,4,2012,investimento_tipo,N,462.3078696
P1|E6|agg|T1,2008,4,2012,investimento_tipo,R,921.3083275
P1|E6|agg|T1,2008,4,2012,stock_tipo,E,5276.383362
P1|E6|agg|T1,2008,4,2012,stock_tipo,S,12295.30031
P1|E6|agg|T1,2008,4,2012,stock_tipo,N,2165.136901
P1|E6|agg|T1,2008,4,2012,stock_tipo,R,18208.43387
P1|E6|agg|T1,2008,4,2012,aggregati,produzione_tot,29054.8886
P1|E6|agg|T1,2008,4,2012,aggregati,consumo_tot,10366.69915
P1|E6|agg|T1,2008,4,2012,aggregati,investimento_tot,2516.589313
P1|E6|agg|T1,2008,4,2012,aggregati,importazioni_tot,2519.71879
P1|E6|agg|T1,2008,4,2012,aggregati,scorte_tot,2815.695494
P1|E6|agg|T1,2008,5,2013,investimento_tipo,E,632.251644
P1|E6|agg|T1,2008,5,2013,investimento_tipo,S,429.9106524
P1|E6|agg|T1,2008,5,2013,investimento_tipo,N,433.4136277
P1|E6|agg|T1,2008,5,2013,investimento_tipo,R,946.4971113
P1|E6|agg|T1,2008,5,2013,stock_tipo,E,5132.564501
P1|E6|agg|T1,2008,5,2013,stock_tipo,S,12288.18002
P1|E6|agg|T1,2008,5,2013,stock_tipo,N,2108.853806
P1|E6|agg|T1,2008,5,2013,stock_tipo,R,18719.16881
P1|E6|agg|T1,2008,5,2013,aggregati,produzione_tot,28696.87183
P1|E6|agg|T1,2008,5,2013,aggregati,consumo_tot,10425.84394
P1|E6|agg|T1,2008,5,2013,aggregati,investimento_tot,2442.073035
P1|E6|agg|T1,2008,5,2013,aggregati,importazioni_tot,2449.198548
P1|E6|agg|T1,2008,5,2013,aggregati,scorte_tot,2373.66659
P1|E6|agg|T2,2008,1,2009,investimento_tipo,E,800.8520824
P1|E6|agg|T2,2008,1,2009,investimento_tipo,S,544.5534931
P1|E6|agg|T2,2008,1,2009,investimento_tipo,N,548.9905951
P1|E6|agg|T2,2008,1,2009,investimento_tipo,R,478.5868916
P1|E6|agg|T2,2008,1,2009,stock_tipo,E,5383.998287
P1|E6|agg|T2,2008,1,2009,stock_tipo,S,12040.65115
P1|E6|agg|T2,2008,1,2009,stock_tipo,N,2145.704077
P1|E6|agg|T2,2008,1,2009,stock_tipo,R,16390.08782
P1|E6|agg|T2,2008,1,2009,aggregati,produzione_tot,28863.17953
P1|E6|agg|T2,2008,1,2009,aggregati,consumo_tot,10816.40572
P1|E6|agg|T2,2008,1,2009,aggregati,investimento_tot,2372.983062
P1|E6|agg|T2,2008,1,2009,aggregati,importazioni_tot,2346.047983
P1|E6|agg|T2,2008,1,2009,aggregati,scorte_tot,2507.884948
P1|E6|agg|T2,2008,2,2010,investimento_tipo,E,758.7019728
P1|E6|agg|T2,2008,2,2010,investimento_tipo,S,515.8927829
P1|E6|agg|T2,2008,2,2010,investimento_tipo,N,520.0963532
P1|E6|agg|T2,2008,2,2010,investimento_tipo,R,453.3981078
P1|E6|agg|T2,2008,2,2010,stock_tipo,E,5421.449352
P1|E6|agg|T2,2008,2,2010,stock_tipo,S,12179.27742
P1|E6|agg|T2,2008,2,2010,stock_tipo,N,2203.61171
P1|E6|agg|T2,2008,2,2010,stock_tipo,R,16451.2402
P1|E6|agg|T2,2008,2,2010,aggregati,produzione_tot,28916.16431
P1|E6|agg|T2,2008,2,2010,aggregati,consumo_tot,10826.04966
P1|E6|agg|T2,2008,2,2010,aggregati,investimento_tot,2248.089217
P1|E6|agg|T2,2008,2,2010,aggregati,importazioni_tot,2479.890541
P1|E6|agg|T2,2008,2,2010,aggregati,scorte_tot,2724.826877
P1|E6|agg|T2,2008,3,2011,investimento_tipo,E,716.5518632
P1|E6|agg|T2,2008,3,2011,investimento_tipo,S,487.2320727
P1|E6|agg|T2,2008,3,2011,investimento_tipo,N,491.2021114
P1|E6|agg|T2,2008,3,2011,investimento_tipo,R,428.2093241
P1|E6|agg|T2,2008,3,2011,stock_tipo,E,5427.176812
P1|E6|agg|T2,2008,3,2011,stock_tipo,S,12266.2125
P1|E6|agg|T2,2008,3,2011,stock_tipo,N,2227.523415
P1|E6|agg|T2,2008,3,2011,stock_tipo,R,16485.74031
P1|E6|agg|T2,2008,3,2011,aggregati,produzione_tot,28843.59509
P1|E6|agg|T2,2008,3,2011,aggregati,consumo_tot,10798.48847
P1|E6|agg|T2,2008,3,2011,aggregati,investimento_tot,2123.195371
P1|E6|agg|T2,2008,3,2011,aggregati,importazioni_tot,2561.675563
P1|E6|agg|T2,2008,3,2011,aggregati,scorte_tot,2842.606049
P1|E6|agg|T2,2008,4,2012,investimento_tipo,E,674.4017536
P1|E6|agg|T2,2008,4,2012,investimento_tipo,S,458.5713626
P1|E6|agg|T2,2008,4,2012,investimento_tipo,N,462.3078696
P1|E6|agg|T2,2008,4,2012,investimento_tipo,R,403.0205403
P1|E6|agg|T2,2008,4,2012,stock_tipo,E,5382.916333
P1|E6|agg|T2,2008,4,2012,stock_tipo,S,12305.60844
P1|E6|agg|T2,2008,4,2012,stock_tipo,N,2225.7846
P1|E6|agg|T2,2008,4,2012,stock_tipo,R,16494.22598
P1|E6|agg|T2,2008,4,2012,aggregati,produzione_tot,28533.43428
P1|E6|agg|T2,2008,4,2012,aggregati,consumo_tot,10746.83992
P1|E6|agg|T2,2008,4,2012,aggregati,investimento_tot,1998.301526
P1|E6|agg|T2,2008,4,2012,aggregati,importazioni_tot,2488.114718
P1|E6|agg|T2,2008,4,2012,aggregati,scorte_tot,2709.230974
P1|E6|agg|T2,2008,5,2013,investimento_tipo,E,632.251644
P1|E6|agg|T2,2008,5,2013,investimento_tipo,S,429.9106524
P1|E6|agg|T2,2008,5,2013,investimento_tipo,N,433.4136277
P1|E6|agg|T2,2008,5,2013,investimento_tipo,R,377.8317565
P1|E6|agg|T2,2008,5,2013,stock_tipo,E,5293.34123
P1|E6|agg|T2,2008,5,2013,stock_tipo,S,12301.30134
P1|E6|agg|T2,2008,5,2013,stock_tipo,N,2200.005262
P1|E6|agg|T2,2008,5,2013,stock_tipo,R,16477.31979
P1|E6|agg|T2,2008,5,2013,aggregati,produzione_tot,28308.64396
P1|E6|agg|T2,2008,5,2013,aggregati,consumo_tot,10712.40566
P1|E6|agg|T2,2008,5,2013,aggregati,investimento_tot,1873.407681
P1|E6|agg|T2,2008,5,2013,aggregati,importazioni_tot,2483.752172
P1|E6|agg|T2,2008,5,2013,aggregati,scorte_tot,2373.66659
P1|E6|agg|T3,2008,1,2009,investimento_tipo,E,800.8520824
P1|E6|agg|T3,2008,1,2009,investimento_tipo,S,544.5534931
P1|E6|agg|T3,2008,1,2009,investimento_tipo,N,548.9905951
P1|E6|agg|T3,2008,1,2009,investimento_tipo,R,845.7419762
P1|E6|agg|T3,2008,1,2009,stock_tipo,E,5383.998287
P1|E6|agg|T3,2008,1,2009,stock_tipo,S,12040.65115
P1|E6|agg|T3,2008,1,2009,stock_tipo,N,2145.704077
P1|E6|agg|T3,2008,1,2009,stock_tipo,R,16757.24291
P1|E6|agg|T3,2008,1,2009,aggregati,produzione_tot,29105.09382
P1|E6|agg|T3,2008,1,2009,aggregati,consumo_tot,10546.06739
P1|E6|agg|T3,2008,1,2009,aggregati,investimento_tot,2740.138147
P1|E6|agg|T3,2008,1,2009,aggregati,importazioni_tot,2346.047983
P1|E6|agg|T3,2008,1,2009,aggregati,scorte_tot,2472.094816
P1|E6|agg|T3,2008,2,2010,investimento_tipo,E,758.7019728
P1|E6|agg|T3,2008,2,2010,investimento_tipo,S,515.8927829
P1|E6|agg|T3,2008,2,2010,investimento_tipo,N,520.0963532
P1|E6|agg|T3,2008,2,2010,investimento_tipo,R,870.93076
P1|E6|agg|T3,2008,2,2010,stock_tipo,E,5409.680825
P1|E6|agg|T3,2008,2,2010,stock_tipo,S,12179.33445
P1|E6|agg|T3,2008,2,2010,stock_tipo,N,2198.010545
P1|E6|agg|T3,2008,2,2010,stock_tipo,R,17227.14123
P1|E6|agg|T3,2008,2,2010,aggregati,produzione_tot,29304.54371
P1|E6|agg|T3,2008,2,2010,aggregati,consumo_tot,10495.60074
P1|E6|agg|T3,2008,2,2010,aggregati,investimento_tot,2665.621869
P1|E6|agg|T3,2008,2,2010,aggregati,importazioni_tot,2479.890541
P1|E6|agg|T3,2008,2,2010,aggregati,scorte_tot,2736.300978
P1|E6|agg|T3,2008,3,2011,investimento_tipo,E,716.5518632
P1|E6|agg|T3,2008,3,2011,investimento_tipo,S,487.2320727
P1|E6|agg|T3,2008,3,2011,investimento_tipo,N,491.2021114
P1|E6|agg|T3,2008,3,2011,investimento_tipo,R,896.1195438
P1|E6|agg|T3,2008,3,2011,stock_tipo,E,5390.796542
P1|E6|agg|T3,2008,3,2011,stock_tipo,S,12266.32033
P1|E6|agg|T3,2008,3,2011,stock_tipo,N,2222.183753
P1|E6|agg|T3,2008,3,2011,stock_tipo,R,17710.98278
P1|E6|agg|T3,2008,3,2011,aggregati,produzione_tot,29209.57798
